passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount,trep_driving_time
Joshua Blackburn,2017-01-09 13:28:42,2017-01-09 13:36:46,Card,6,1.6,8.0,0.0,0.0,8.066666666666666
John Sanchez,2017-09-26 10:14:51,2017-09-26 10:52:45,Cash,4,4.97,25.0,1.0,0.0,37.9
Christopher Mullen,2017-01-31 08:02:52,2017-01-31 08:30:22,Cash,1,4.43,20.0,5.2,0.0,27.5
Jeffrey Graham,2017-06-15 15:16:41,2017-06-15 15:34:09,Card,1,1.5,12.0,0.0,0.0,17.466666666666665
Charles Solis MD,2017-07-22 21:14:56,2017-07-22 21:33:59,Cash,3,2.0,12.5,2.75,0.0,19.05
Cassandra Kirby,2017-11-25 18:37:18,2017-11-25 18:45:53,Cash,1,1.2,7.0,0.0,0.0,8.583333333333334
Mrs. Jennifer Harper,2017-07-22 00:05:03,2017-07-22 00:11:42,Cash,3,0.88,6.0,1.46,0.0,6.65
Lauren Flores,2017-05-30 18:59:28,2017-05-30 19:18:39,Card,1,0.6,12.0,0.0,0.0,19.183333333333334
Briana Richards,2017-03-11 17:54:23,2017-03-11 18:06:44,Cash,1,1.9,10.0,0.0,0.0,12.35
Scott Hayes,2017-09-21 20:42:30,2017-09-21 20:57:20,Cash,1,4.5,16.0,3.45,0.0,14.833333333333334
Cheyenne Sanchez,2017-11-26 12:23:45,2017-11-26 12:29:01,Card,1,1.08,5.5,1.26,0.0,5.266666666666667
Meagan Lutz,2017-07-22 18:57:03,2017-07-22 19:04:13,Card,2,0.6,6.0,0.0,0.0,7.166666666666667
Stephanie Lane,2017-09-22 21:49:58,2017-09-22 22:16:16,Card,1,2.5,17.0,0.0,0.0,26.3
Stephanie Roberts,2017-07-19 22:25:13,2017-07-19 22:46:59,Cash,6,2.94,15.5,0.0,0.0,21.766666666666666
John Ayala,2017-07-10 22:21:15,2017-07-10 22:35:16,Cash,2,3.1,12.5,2.0,0.0,14.016666666666667
Emily Williams,2017-04-12 07:52:18,2017-04-12 07:57:12,Card,1,0.8,5.5,0.0,0.0,4.9
Lucas Mcneil,2017-10-21 18:15:10,2017-10-21 18:39:10,Cash,2,1.9,15.0,0.0,0.0,24.0
Danny Russell,2017-05-18 11:42:35,2017-05-18 11:54:50,Cash,1,0.83,8.5,2.32,0.0,12.25
Jeffrey Perez,2017-01-31 21:16:46,2017-01-31 21:20:26,Cash,5,0.64,5.0,0.94,0.0,3.6666666666666665
Darlene Valdez,2017-10-12 07:53:07,2017-10-12 08:08:35,Cash,2,2.02,11.0,2.0,0.0,15.466666666666667
Lisa Rose,2017-01-05 00:15:08,2017-01-05 00:20:30,Card,1,1.3,6.5,0.78,0.0,5.366666666666666
Steven Smith,2017-10-02 01:30:44,2017-10-02 02:02:47,Card,1,8.5,29.0,0.0,0.0,32.05
Christine Norman,2017-12-18 17:22:37,2017-12-18 17:33:38,Cash,1,1.56,8.5,1.5,0.0,11.016666666666667
Justin Adams,2017-12-08 12:45:08,2017-12-08 13:00:23,Cash,1,1.0,10.5,2.25,0.0,15.25
Thomas Martinez,2017-10-28 10:31:14,2017-10-28 10:41:19,Cash,1,0.93,8.0,0.0,0.0,10.083333333333334
Lindsey Carson,2017-11-29 20:43:59,2017-11-29 20:46:08,Card,1,0.37,3.5,0.0,0.0,2.15
Lawrence Lee,2017-02-14 12:17:28,2017-02-14 12:33:56,Card,1,1.3,11.0,3.0,0.0,16.466666666666665
Sharon Malone,2017-01-30 12:11:48,2017-01-30 12:21:30,Card,1,1.11,8.0,1.76,0.0,9.7
Angela Jackson,2017-09-20 12:41:38,2017-09-20 12:52:16,Cash,1,1.4,8.5,0.0,0.0,10.633333333333333
Elizabeth Steele,2017-04-07 10:00:00,2017-04-07 10:13:21,Card,6,1.26,9.5,0.0,0.0,13.35
Dr. Morgan Chang,2017-08-13 17:47:43,2017-08-13 17:58:50,Cash,4,2.3,10.0,2.0,0.0,11.116666666666667
Brent Mora,2017-10-23 14:56:37,2017-10-23 15:20:42,Cash,1,2.9,16.0,3.36,0.0,24.083333333333332
Lynn Zhang,2017-08-04 07:19:04,2017-08-04 07:22:55,Card,1,0.49,4.5,0.0,0.0,3.85
Christie Powers,2017-02-27 00:12:05,2017-02-27 00:23:20,Card,1,2.7,11.0,2.46,0.0,11.25
Charles Smith,2017-05-15 19:56:11,2017-05-15 20:09:52,Card,3,2.18,11.0,3.84,0.0,13.683333333333334
Donald Newman,2017-07-24 20:21:49,2017-07-24 20:29:10,Card,6,1.47,7.0,1.66,0.0,7.35
Victoria Lyons,2017-05-10 11:12:17,2017-05-10 11:29:23,Card,1,1.5,11.5,2.45,0.0,17.1
Traci Holden,2017-03-04 14:55:59,2017-03-04 15:08:46,Card,5,2.05,10.5,0.0,0.0,12.783333333333333
Joseph Alexander,2017-10-23 15:29:27,2017-10-23 15:44:01,Cash,1,1.35,10.5,0.55,0.0,14.566666666666666
Amanda Phillips,2017-11-14 08:35:47,2017-11-14 09:00:58,Card,1,2.87,17.0,3.56,0.0,25.183333333333334
Casey Guerrero,2017-02-27 07:33:53,2017-02-27 07:52:21,Card,1,4.46,16.5,3.46,0.0,18.466666666666665
Paul Smith,2017-11-30 09:30:22,2017-11-30 09:51:52,Cash,2,1.38,13.0,2.76,0.0,21.5
Jeffrey Davis,2017-01-25 22:38:59,2017-01-25 22:41:54,Cash,1,0.98,5.0,1.0,0.0,2.9166666666666665
Dustin Hernandez,2017-08-02 06:57:03,2017-08-02 07:05:19,Card,2,1.11,7.0,1.56,0.0,8.266666666666667
Karen Brown,2017-12-13 17:03:02,2017-12-13 17:06:48,Card,1,0.7,4.5,1.0,0.0,3.7666666666666666
Susan Green,2017-04-27 22:01:41,2017-04-27 22:25:29,Card,5,3.15,17.0,2.74,0.0,23.8
Steven Banks,2017-11-28 12:59:54,2017-11-28 13:13:59,Cash,1,2.0,10.5,2.25,0.0,14.083333333333334
Amy Gregory,2017-03-30 02:12:49,2017-03-30 02:16:13,Card,2,1.15,5.5,0.0,0.0,3.4
Jay Downs,2017-03-15 18:29:59,2017-03-15 18:37:26,Card,1,1.0,7.0,1.0,0.0,7.45
Kent Freeman,2017-12-03 22:08:03,2017-12-03 22:16:22,Card,1,1.27,7.5,0.0,0.0,8.316666666666666
Michael Miller,2017-08-26 09:17:22,2017-08-26 09:40:13,Card,1,4.39,18.0,0.0,0.0,22.85
Jordan Potter,2017-04-08 22:00:12,2017-04-08 22:13:38,Cash,1,0.9,9.5,1.62,0.0,13.433333333333334
Caroline Mercado,2017-07-22 18:53:40,2017-07-22 19:14:20,Cash,3,2.0,14.0,2.95,0.0,20.666666666666668
Tiffany Morris,2017-07-02 02:27:02,2017-07-02 02:45:13,Cash,1,5.4,18.5,3.95,0.0,18.183333333333334
Jasmine Brown,2017-04-04 17:20:10,2017-04-04 17:23:38,Card,2,0.7,4.5,1.55,0.0,3.466666666666667
Spencer Love,2017-05-26 22:35:38,2017-05-26 22:38:47,Card,1,1.34,5.5,0.0,0.0,3.15
Colleen Gordon,2017-10-15 03:33:17,2017-10-15 03:47:25,Card,1,6.96,20.5,0.0,0.0,14.133333333333333
Jamie Turner,2017-05-09 07:07:36,2017-05-09 07:23:22,Cash,2,4.8,17.0,3.56,0.0,15.766666666666667
Jenna Perez,2017-11-24 19:10:43,2017-11-24 19:43:01,Card,1,5.8,25.0,0.01,0.0,32.3
Jennifer Hogan,2017-01-14 14:38:42,2017-01-14 15:05:08,Cash,2,5.89,23.0,2.0,0.0,26.433333333333334
Brent Flores,2017-05-17 11:00:02,2017-05-17 11:08:51,Cash,1,0.66,7.0,1.0,0.0,8.816666666666666
Julie Burton,2017-05-11 14:08:56,2017-05-11 14:42:55,Cash,5,8.73,31.5,6.46,0.0,33.983333333333334
Maria Martinez,2017-06-03 21:45:28,2017-06-03 21:52:33,Cash,2,1.37,7.0,1.0,0.0,7.083333333333333
Glen Ramos,2017-04-12 07:58:25,2017-04-12 08:09:41,Cash,2,1.5,9.0,2.45,0.0,11.266666666666667
Pamela Woods,2017-11-13 06:45:46,2017-11-13 06:51:13,Card,1,1.32,6.5,1.46,0.0,5.45
Eric Simmons,2017-04-27 11:51:07,2017-04-27 12:25:09,Cash,1,9.51,33.0,6.76,0.0,34.03333333333333
Robin Reyes,2017-09-25 08:58:24,2017-09-25 09:19:32,Cash,2,1.63,13.5,2.5,0.0,21.133333333333333
Vincent Gibson,2017-04-24 19:48:14,2017-04-24 20:03:13,Card,1,2.5,11.5,2.0,0.0,14.983333333333333
Thomas Price,2017-03-22 11:32:04,2017-03-22 11:39:40,Cash,1,1.0,7.0,0.0,0.0,7.6
Anthony Robinson,2017-06-29 17:06:45,2017-06-29 17:07:53,Card,1,0.51,3.5,0.0,0.0,1.1333333333333333
Jonathan Farrell,2017-01-07 14:31:15,2017-01-07 15:02:18,Card,3,3.89,20.0,0.0,0.0,31.05
Sean Cortez,2017-06-05 21:28:52,2017-06-05 21:31:52,Card,1,0.7,4.5,0.0,0.0,3.0
Jasmine Cobb,2017-04-06 06:38:30,2017-04-06 06:49:00,Card,2,2.3,9.5,0.0,0.0,10.5
Melissa Graves,2017-10-11 17:14:59,2017-10-11 17:17:19,Cash,1,0.4,3.5,3.0,0.0,2.3333333333333335
Eric Simmons,2017-11-02 00:59:23,2017-11-02 01:01:29,Card,1,0.6,4.0,1.06,0.0,2.1
Yvonne Alvarez,2017-07-28 01:29:21,2017-07-28 01:38:01,Cash,2,4.68,14.5,3.16,0.0,8.666666666666666
Thomas Thompson,2017-06-05 16:54:07,2017-06-05 17:17:51,Cash,1,2.75,16.5,3.66,0.0,23.733333333333334
Louis Williamson,2017-10-20 23:58:14,2017-10-21 00:11:09,Card,2,1.4,9.5,1.75,0.0,12.916666666666666
Aaron Montoya,2017-07-03 15:00:37,2017-07-03 15:00:58,Card,1,0.02,2.5,0.0,0.0,0.35
Justin Hayes,2017-07-17 13:27:01,2017-07-17 13:31:29,Cash,2,0.7,5.0,1.0,0.0,4.466666666666667
Bryan Turner,2017-01-27 15:07:01,2017-01-27 15:16:51,Card,1,1.29,8.0,0.0,0.0,9.833333333333334
Edward Smith,2017-06-07 17:13:19,2017-06-07 17:31:40,Cash,1,2.0,13.0,2.96,0.0,18.35
Isabella Johnson,2017-07-27 19:46:24,2017-07-27 20:03:23,Card,1,4.76,17.0,3.76,0.0,16.983333333333334
Lori Jackson,2017-10-05 17:23:19,2017-10-05 17:40:04,Card,1,1.6,11.5,0.0,0.0,16.75
Frank Moore,2017-04-29 02:21:29,2017-04-29 02:40:38,Cash,3,4.5,17.0,3.65,0.0,19.15
Molly Nelson,2017-11-06 16:37:07,2017-11-06 16:44:42,Cash,1,0.8,6.5,0.0,0.0,7.583333333333333
Luis Davenport,2017-09-05 07:16:16,2017-09-05 07:21:32,Card,1,1.0,5.5,1.55,0.0,5.266666666666667
Joshua Turner,2017-07-18 09:37:37,2017-07-18 09:38:25,Card,1,0.1,3.0,0.0,0.0,0.8
Jamie Bray,2017-03-09 13:32:22,2017-03-09 13:40:31,Card,2,0.8,6.5,0.0,0.0,8.15
Karen Smith,2017-03-06 17:43:16,2017-03-06 17:52:16,Card,1,1.7,8.5,0.0,0.0,9.0
Kenneth Gordon,2017-01-04 10:44:49,2017-01-04 10:56:30,Cash,1,1.6,9.0,2.9,0.0,11.683333333333334
Maria Love,2017-06-14 01:35:52,2017-06-14 01:44:40,Card,2,2.13,9.0,1.0,0.0,8.8
Rachel Evans,2017-04-29 22:19:43,2017-04-29 22:24:27,Cash,2,0.7,5.0,0.0,0.0,4.733333333333333
Catherine Chapman,2017-01-15 22:57:00,2017-01-15 23:03:01,Cash,5,2.08,8.0,1.0,0.0,6.016666666666667
Sandy Adams,2017-06-30 22:46:20,2017-06-30 22:54:51,Card,1,1.4,7.5,0.0,0.0,8.516666666666667
Kelly Hall,2017-09-06 15:07:13,2017-09-06 15:19:00,Card,1,1.5,9.5,0.0,0.0,11.783333333333333
John Morris,2017-08-28 10:27:48,2017-08-28 10:39:53,Cash,1,1.75,9.5,0.0,0.0,12.083333333333334
Ryan Manning,2017-06-23 00:11:26,2017-06-23 00:32:50,Cash,6,10.34,30.5,0.0,0.0,21.4
Daniel Hale,2017-04-19 20:38:04,2017-04-19 20:46:25,Card,1,1.8,8.0,0.0,0.0,8.35
Taylor Taylor,2017-08-17 15:43:43,2017-08-17 15:50:37,Card,1,1.2,6.5,1.45,0.0,6.9
Brian Jackson,2017-02-12 22:56:40,2017-02-12 23:24:33,Cash,1,6.8,23.0,0.0,0.0,27.883333333333333
Marcus Parrish,2017-08-08 12:53:52,2017-08-08 12:59:20,Cash,1,0.6,5.5,1.25,0.0,5.466666666666667
Karen Day,2017-01-17 07:21:58,2017-01-17 07:28:23,Cash,1,0.88,6.0,2.04,0.0,6.416666666666667
Susan Gray,2017-12-17 01:23:46,2017-12-17 01:30:14,Card,1,1.21,6.0,2.19,0.0,6.466666666666667
Richard Edwards,2017-12-02 23:17:48,2017-12-02 23:22:32,Card,1,0.72,5.0,0.0,0.0,4.733333333333333
Nicholas West,2017-06-12 16:07:54,2017-06-12 16:17:29,Cash,1,1.43,8.0,2.45,0.0,9.583333333333334
Michael Pratt,2017-06-23 22:32:39,2017-06-23 22:48:45,Cash,1,2.75,12.0,0.0,0.0,16.1
Stacie Diaz,2017-01-26 23:36:48,2017-01-26 23:41:45,Cash,1,0.6,5.0,0.0,0.0,4.95
Cory Moore,2017-03-24 10:38:57,2017-03-24 10:45:29,Card,1,1.32,7.0,1.56,0.0,6.533333333333333
Destiny Chan,2017-10-14 00:49:41,2017-10-14 01:06:27,Cash,1,6.1,20.0,5.0,0.0,16.766666666666666
Michelle Underwood,2017-06-19 07:55:46,2017-06-19 08:06:51,Card,1,1.0,8.5,1.85,0.0,11.083333333333334
Jessica Mcgee,2017-12-16 21:06:48,2017-12-16 21:11:19,Card,3,0.65,5.0,1.26,0.0,4.516666666666667
Kathy Wright,2017-02-01 23:58:35,2017-02-02 00:10:37,Card,1,2.1,10.5,0.0,0.0,12.033333333333333
Autumn Schroeder,2017-04-28 12:44:37,2017-04-28 12:58:40,Cash,1,0.6,9.5,2.05,0.0,14.05
Jennifer Dean,2017-04-15 02:23:32,2017-04-15 02:27:47,Cash,1,1.65,6.5,1.0,0.0,4.25
Mary Booth MD,2017-08-16 21:16:32,2017-08-16 21:25:33,Card,1,1.69,8.5,1.5,0.0,9.016666666666667
Walter Kirk,2017-11-30 06:39:39,2017-11-30 06:49:12,Card,1,1.59,8.5,0.0,0.0,9.55
Michael Wilkins,2017-05-10 21:18:40,2017-05-10 21:25:08,Cash,1,1.02,6.0,0.0,0.0,6.466666666666667
Rebecca Moore,2017-04-04 19:13:20,2017-04-04 19:24:04,Cash,1,1.5,8.5,2.05,0.0,10.733333333333333
Mark Mitchell,2017-02-15 15:59:54,2017-02-15 16:05:52,Cash,1,0.7,5.5,1.45,0.0,5.966666666666667
Brenda Johnson,2017-07-10 08:37:58,2017-07-10 08:54:20,Card,1,2.6,12.5,2.0,0.0,16.366666666666667
Nathan Harding,2017-12-19 10:39:31,2017-12-19 10:42:28,Card,1,0.48,3.5,0.0,0.0,2.95
Stephen Frye,2017-07-19 17:20:04,2017-07-19 17:33:18,Card,1,1.4,9.5,0.0,0.0,13.233333333333333
Victoria Lloyd,2017-06-24 15:39:17,2017-06-24 15:50:43,Cash,1,1.1,8.5,2.0,0.0,11.433333333333334
Pamela Yates,2017-09-16 14:30:38,2017-09-16 14:30:39,Card,2,1.67,12.5,3.99,0.0,0.016666666666666666
Judy Navarro,2017-09-13 10:05:27,2017-09-13 10:45:36,Cash,1,10.4,35.0,0.0,5.76,40.15
Matthew Reilly,2017-12-14 08:23:31,2017-12-14 08:28:51,Card,1,2.0,8.0,1.75,0.0,5.333333333333333
Laura Allison,2017-05-03 22:50:21,2017-05-03 23:06:09,Card,1,4.52,16.5,5.34,0.0,15.8
Julie Kane,2017-04-01 13:22:25,2017-04-01 13:40:48,Card,2,1.06,12.0,1.5,0.0,18.383333333333333
Matthew Mccarty,2017-03-29 19:33:25,2017-03-29 19:51:54,Card,2,1.8,12.5,2.0,0.0,18.483333333333334
Jacob Norris,2017-04-21 06:45:39,2017-04-21 06:55:53,Card,1,2.9,11.0,0.0,0.0,10.233333333333333
Stephen Holt,2017-05-03 15:28:38,2017-05-03 15:43:37,Card,1,2.04,11.0,0.0,0.0,14.983333333333333
Brian Hawkins,2017-12-03 19:28:45,2017-12-03 19:38:53,Cash,1,1.76,9.0,2.45,0.0,10.133333333333333
Lauren Rivas,2017-10-23 11:41:34,2017-10-23 11:56:23,Card,2,2.2,11.5,0.0,0.0,14.816666666666666
Sarah Gutierrez,2017-10-31 04:38:42,2017-10-31 04:48:16,Cash,1,2.6,10.0,0.02,0.0,9.566666666666666
Gilbert Powell,2017-09-15 09:21:06,2017-09-15 09:41:31,Cash,5,2.78,15.5,3.26,0.0,20.416666666666668
Dorothy Smith,2017-07-14 23:48:32,2017-07-15 00:12:29,Cash,1,2.69,16.0,1.5,0.0,23.95
Joan Bowen,2017-09-10 07:56:03,2017-09-10 08:05:53,Card,2,2.27,10.0,0.0,0.0,9.833333333333334
Alex Williams,2017-01-09 11:30:21,2017-01-09 11:39:36,Card,6,0.96,7.5,0.0,0.0,9.25
Earl Smith,2017-09-23 21:29:03,2017-09-23 21:39:21,Cash,1,0.6,7.5,0.0,0.0,10.3
Marissa Watson,2017-04-27 19:14:42,2017-04-27 19:22:36,Cash,2,0.48,6.5,1.66,0.0,7.9
Belinda Griffin,2017-12-27 20:57:04,2017-12-27 21:11:11,Card,1,2.7,12.0,3.3,0.0,14.116666666666667
Kathleen Cortez,2017-04-08 17:54:24,2017-04-08 18:04:35,Card,1,1.9,9.0,1.95,0.0,10.183333333333334
Stephen Johnson,2017-02-12 01:50:32,2017-02-12 01:56:25,Card,1,1.1,6.0,1.0,0.0,5.883333333333334
Leon Evans,2017-02-14 23:27:46,2017-02-14 23:33:55,Card,1,1.05,6.0,0.0,0.0,6.15
Shelia Cruz,2017-07-25 13:14:24,2017-07-25 13:19:21,Cash,1,1.2,6.0,1.36,0.0,4.95
Edward Stevens,2017-11-25 10:03:39,2017-11-25 10:06:22,Cash,6,0.55,4.0,0.0,0.0,2.716666666666667
Luke Davis,2017-10-20 21:47:34,2017-10-20 21:51:21,Card,1,0.56,4.5,1.16,0.0,3.783333333333333
Allison White,2017-09-13 11:13:52,2017-09-13 11:26:15,Cash,2,3.1,12.5,3.3,0.0,12.383333333333333
Kevin Becker,2017-01-17 19:23:01,2017-01-17 19:30:59,Cash,1,1.14,7.0,1.76,0.0,7.966666666666667
Emily Keith,2017-07-11 15:15:22,2017-07-11 15:29:23,Card,1,1.7,10.5,2.0,0.0,14.016666666666667
Luke Palmer,2017-03-05 12:28:59,2017-03-05 12:42:52,Card,1,2.15,11.0,0.0,0.0,13.883333333333333
Lindsey Alexander,2017-05-27 18:59:57,2017-05-27 19:10:50,Card,1,6.73,19.5,0.0,0.0,10.883333333333333
Carolyn Allen,2017-07-17 14:03:05,2017-07-17 14:27:18,Cash,2,6.0,23.5,4.85,0.0,24.216666666666665
Sarah Nelson,2017-04-25 17:44:19,2017-04-25 17:53:42,Cash,1,1.6,8.5,0.0,0.0,9.383333333333333
Lori Lucas,2017-11-28 21:13:02,2017-11-28 21:21:44,Cash,5,1.18,7.5,0.0,0.0,8.7
Meagan Bonilla,2017-04-19 11:36:21,2017-04-19 12:08:42,Card,1,8.64,30.0,7.31,5.76,32.35
Nicholas Franco,2017-04-04 09:52:34,2017-04-04 09:58:22,Cash,1,0.7,5.5,1.25,0.0,5.8
Kim Casey,2017-03-22 20:19:12,2017-03-22 20:33:44,Card,1,2.42,11.5,2.56,0.0,14.533333333333333
Christina Stanley,2017-05-05 11:27:25,2017-05-05 11:42:15,Card,1,1.2,10.0,0.0,0.0,14.833333333333334
David Robinson,2017-04-10 14:28:21,2017-04-10 14:39:56,Card,1,1.55,9.0,1.96,0.0,11.583333333333334
John Kim,2017-05-28 17:58:49,2017-05-28 18:13:25,Cash,5,2.39,11.5,0.0,0.0,14.6
Amber Valdez,2017-03-22 22:40:36,2017-03-22 22:44:32,Cash,1,0.57,4.5,1.16,0.0,3.933333333333333
Holly Baker,2017-01-31 23:31:29,2017-01-31 23:40:56,Cash,1,2.2,9.0,0.0,0.0,9.45
Victor Velez,2017-10-03 08:42:18,2017-10-03 08:58:46,Card,1,1.9,11.5,0.0,0.0,16.466666666666665
Megan Jimenez,2017-06-15 05:44:44,2017-06-15 05:46:33,Card,1,0.8,4.5,2.0,0.0,1.8166666666666667
Douglas Young DDS,2017-06-13 15:56:45,2017-06-13 16:10:03,Cash,1,1.14,9.5,0.0,0.0,13.3
John Becker,2017-10-20 15:43:45,2017-10-20 16:31:28,Cash,1,8.0,34.0,8.7,0.0,47.71666666666667
Dawn Knox,2017-11-28 20:34:02,2017-11-28 20:48:09,Card,1,0.9,10.0,2.25,0.0,14.116666666666667
Kenneth Edwards,2017-10-11 19:25:43,2017-10-11 19:28:37,Cash,1,0.35,4.0,0.0,0.0,2.9
Emily Jackson,2017-06-04 00:39:38,2017-06-04 01:02:16,Card,5,4.45,18.0,0.0,0.0,22.633333333333333
Heather Garcia,2017-03-05 09:32:59,2017-03-05 09:47:45,Card,1,3.9,14.5,3.06,0.0,14.766666666666667
Rebecca Lewis,2017-08-28 13:50:14,2017-08-28 14:01:17,Card,1,1.86,9.0,0.0,0.0,11.05
Roger James,2017-11-29 09:55:37,2017-11-29 10:06:43,Cash,1,0.6,8.0,0.0,0.0,11.1
Brandy Roberts,2017-04-14 23:24:41,2017-04-14 23:29:34,Card,1,1.17,6.0,1.1,0.0,4.883333333333334
Stephanie Gillespie,2017-03-29 23:43:58,2017-03-29 23:54:29,Card,1,1.54,8.5,0.0,0.0,10.516666666666667
Michael Frazier,2017-10-24 14:53:59,2017-10-24 15:04:05,Cash,2,0.9,7.5,0.0,0.0,10.1
Jessica Simpson,2017-01-16 23:56:15,2017-01-16 23:59:48,Card,1,1.0,5.5,0.0,0.0,3.55
Benjamin Hernandez,2017-10-19 07:26:08,2017-10-19 07:38:32,Cash,1,1.7,10.0,2.15,0.0,12.4
Lauren Nguyen,2017-02-03 14:42:13,2017-02-03 14:54:39,Card,1,1.1,9.0,1.95,0.0,12.433333333333334
Darlene Cooke,2017-11-23 18:26:02,2017-11-23 18:55:26,Card,5,17.26,52.0,6.0,5.76,29.4
George Guzman,2017-05-06 04:04:04,2017-05-06 04:09:06,Card,1,1.6,6.5,1.55,0.0,5.033333333333333
Lisa Ross,2017-11-29 11:43:14,2017-11-29 11:50:50,Cash,1,1.33,7.0,1.95,0.0,7.6
William Graves,2017-07-22 04:20:26,2017-07-22 04:30:15,Card,1,2.7,10.5,1.0,0.0,9.816666666666666
Kristin Johnson,2017-01-26 00:00:20,2017-01-26 00:05:01,Cash,1,0.39,4.5,0.0,0.0,4.683333333333334
Richard Pugh,2017-01-24 21:45:41,2017-01-24 21:52:39,Cash,2,0.81,6.0,0.7,0.0,6.966666666666667
Michael Lane,2017-08-11 09:42:33,2017-08-11 09:51:54,Card,1,1.08,7.5,0.0,0.0,9.35
Kelly Miller MD,2017-04-21 22:36:54,2017-04-21 22:43:44,Card,1,0.8,6.5,1.17,0.0,6.833333333333333
Jennifer Duffy,2017-07-09 13:24:35,2017-07-09 13:29:07,Card,1,0.4,4.5,0.0,0.0,4.533333333333333
Linda King,2017-07-05 15:17:39,2017-07-05 15:30:08,Card,1,1.7,9.5,0.0,0.0,12.483333333333333
Roger Huffman,2017-10-17 22:43:48,2017-10-17 23:04:53,Card,1,5.1,19.0,4.05,0.0,21.083333333333332
Bailey Ellis,2017-02-20 21:23:18,2017-02-20 21:38:15,Card,2,7.39,21.5,7.08,5.54,14.95
Tiffany Keller,2017-02-18 10:31:44,2017-02-18 10:38:19,Card,5,1.41,7.0,1.56,0.0,6.583333333333333
Theresa Strickland,2017-12-02 02:48:01,2017-12-02 02:51:42,Card,1,0.7,4.5,1.15,0.0,3.683333333333333
Joel Gutierrez,2017-09-21 14:58:12,2017-09-21 15:21:50,Card,1,1.34,15.0,0.0,0.0,23.633333333333333
Jacqueline Ford,2017-06-08 18:50:35,2017-06-08 19:34:45,Card,1,17.89,52.0,11.46,0.0,44.166666666666664
Elizabeth Carlson,2017-08-06 07:29:26,2017-08-06 07:37:32,Card,1,2.3,9.0,1.95,0.0,8.1
Jason Jones,2017-04-01 22:07:18,2017-04-01 22:15:53,Cash,1,1.8,8.0,1.85,0.0,8.583333333333334
Tammy Evans,2017-02-01 09:09:08,2017-02-01 09:19:52,Card,1,0.9,8.0,2.6,0.0,10.733333333333333
Terri Russell,2017-02-09 22:26:26,2017-02-09 22:31:02,Card,1,1.4,6.0,1.45,0.0,4.6
Danny Kirby,2017-11-02 08:51:23,2017-11-02 08:59:03,Cash,1,1.3,7.0,1.55,0.0,7.666666666666667
Norma Kline,2017-05-04 13:47:13,2017-05-04 13:52:09,Card,1,0.89,5.5,0.0,0.0,4.933333333333334
Jennifer Hill,2017-08-24 20:50:22,2017-08-24 21:13:18,Cash,1,3.59,16.0,0.0,0.0,22.933333333333334
Edward Ramirez,2017-11-10 18:44:37,2017-11-10 18:57:30,Cash,1,1.48,9.5,0.0,0.0,12.883333333333333
Darrell Robinson,2017-06-26 18:36:41,2017-06-26 18:41:41,Cash,1,1.3,6.0,0.0,0.0,5.0
Brenda Bauer,2017-01-26 21:09:19,2017-01-26 21:22:26,Card,1,4.97,16.5,3.56,0.0,13.116666666666667
Jennifer Watson,2017-02-12 01:10:59,2017-02-12 01:22:22,Cash,2,2.15,10.0,2.26,0.0,11.383333333333333
Daniel Ramirez,2017-10-27 08:55:33,2017-10-27 09:30:37,Cash,3,6.5,28.5,0.0,0.0,35.06666666666667
Angela Powers,2017-07-16 13:09:14,2017-07-16 13:28:44,Cash,2,3.8,16.0,4.2,0.0,19.5
Alex Gonzalez,2017-04-16 10:43:51,2017-04-16 10:48:01,Cash,1,1.01,5.0,0.0,0.0,4.166666666666667
Michael Moss,2017-03-11 20:25:54,2017-03-11 20:36:07,Card,1,1.61,9.0,0.0,0.0,10.216666666666667
Paul Robinson,2017-03-01 07:31:38,2017-03-01 07:45:33,Card,2,2.14,11.0,2.36,0.0,13.916666666666666
Rebecca Harmon,2017-08-04 21:44:37,2017-08-04 22:06:32,Cash,6,8.44,26.5,8.39,5.76,21.916666666666668
Nicholas Park,2017-05-23 17:54:38,2017-05-23 18:02:45,Cash,1,0.72,6.5,0.0,0.0,8.116666666666667
Brittany Hall,2017-05-30 00:15:43,2017-05-30 00:37:54,Cash,1,16.62,52.0,8.0,5.76,22.183333333333334
Deborah Hess,2017-08-28 12:07:24,2017-08-28 12:30:45,Card,1,3.9,18.0,3.75,0.0,23.35
David Jones,2017-05-27 06:29:51,2017-05-27 06:41:43,Card,5,3.24,12.5,2.0,0.0,11.866666666666667
Tyler Norman,2017-11-20 19:06:08,2017-11-20 19:32:15,Card,1,3.0,17.0,0.0,0.0,26.116666666666667
Andrew Sanders,2017-04-04 04:43:14,2017-04-04 04:48:40,Card,1,0.9,6.0,0.0,0.0,5.433333333333334
Kristopher Gibson,2017-03-08 13:10:11,2017-03-08 13:41:50,Card,2,14.5,41.5,9.55,5.54,31.65
Stephen Turner,2017-05-30 09:46:59,2017-05-30 09:59:22,Cash,1,2.01,10.0,2.16,0.0,12.383333333333333
James Lewis,2017-05-23 01:26:32,2017-05-23 01:57:52,Cash,3,7.2,26.5,0.0,0.0,31.333333333333332
Vanessa Robinson,2017-02-08 21:10:48,2017-02-08 21:54:30,Cash,1,12.8,44.5,0.0,5.54,43.7
